SysTime,    Time,[CH4]_ppm,[CH4]d_ppm
21/01/2025 14:43:36.549, 21/01/2025 13:43:36.480, 4.32225e+0, 4.31942e+0
21/01/2025 14:43:37.540, 21/01/2025 13:43:37.475, 4.32865e+0, 4.32593e+0
21/01/2025 14:43:38.533, 21/01/2025 13:43:38.469, 4.33045e+0, 4.32773e+0
21/01/2025 14:43:39.532, 21/01/2025 13:43:39.464, 4.33600e+0, 4.33288e+0
21/01/2025 14:43:40.528, 21/01/2025 13:43:40.458, 4.34547e+0, 4.34295e+0
21/01/2025 14:43:41.524, 21/01/2025 13:43:41.453, 4.34541e+0, 4.34272e+0
21/01/2025 14:43:42.517, 21/01/2025 13:43:42.448, 4.34997e+0, 4.34743e+0
21/01/2025 14:43:43.514, 21/01/2025 13:43:43.442, 4.35540e+0, 4.35242e+0
21/01/2025 14:43:44.516, 21/01/2025 13:43:44.437, 4.36025e+0, 4.35768e+0
21/01/2025 14:43:45.496, 21/01/2025 13:43:45.431, 4.36021e+0, 4.35761e+0
21/01/2025 14:43:46.491, 21/01/2025 13:43:46.426, 4.35679e+0, 4.35376e+0
21/01/2025 14:43:47.488, 21/01/2025 13:43:47.420, 4.35649e+0, 4.35388e+0
21/01/2025 14:43:48.495, 21/01/2025 13:43:48.421, 4.36109e+0, 4.35855e+0
21/01/2025 14:43:49.480, 21/01/2025 13:43:49.416, 4.35654e+0, 4.35427e+0
21/01/2025 14:43:50.477, 21/01/2025 13:43:50.411, 4.35570e+0, 4.35329e+0
21/01/2025 14:43:51.471, 21/01/2025 13:43:51.405, 4.35432e+0, 4.35159e+0
21/01/2025 14:43:52.466, 21/01/2025 13:43:52.400, 4.35892e+0, 4.35612e+0
21/01/2025 14:43:53.464, 21/01/2025 13:43:53.394, 4.36286e+0, 4.36021e+0
21/01/2025 14:43:54.457, 21/01/2025 13:43:54.388, 4.36002e+0, 4.35784e+0
21/01/2025 14:43:55.449, 21/01/2025 13:43:55.383, 4.36064e+0, 4.35871e+0
21/01/2025 14:43:56.441, 21/01/2025 13:43:56.377, 4.36450e+0, 4.36218e+0
21/01/2025 14:43:57.437, 21/01/2025 13:43:57.373, 4.36740e+0, 4.36477e+0
21/01/2025 14:43:58.433, 21/01/2025 13:43:58.366, 4.36787e+0, 4.36504e+0
21/01/2025 14:43:59.427, 21/01/2025 13:43:59.361, 4.37327e+0, 4.37080e+0
21/01/2025 14:44:00.419, 21/01/2025 13:44:00.356, 4.38108e+0, 4.37877e+0
21/01/2025 14:44:01.419, 21/01/2025 13:44:01.350, 4.38824e+0, 4.38596e+0
21/01/2025 14:44:02.418, 21/01/2025 13:44:02.344, 4.39194e+0, 4.38968e+0
21/01/2025 14:44:03.406, 21/01/2025 13:44:03.339, 4.39664e+0, 4.39451e+0
21/01/2025 14:44:04.403, 21/01/2025 13:44:04.334, 4.40246e+0, 4.40037e+0
21/01/2025 14:44:05.416, 21/01/2025 13:44:05.328, 4.40233e+0, 4.40020e+0
21/01/2025 14:44:06.391, 21/01/2025 13:44:06.322, 4.40236e+0, 4.39991e+0
21/01/2025 14:44:07.379, 21/01/2025 13:44:07.317, 4.40569e+0, 4.40335e+0
21/01/2025 14:44:08.380, 21/01/2025 13:44:08.312, 4.41180e+0, 4.41034e+0
21/01/2025 14:44:09.376, 21/01/2025 13:44:09.306, 4.42119e+0, 4.41899e+0
21/01/2025 14:44:10.368, 21/01/2025 13:44:10.300, 4.42147e+0, 4.41936e+0
21/01/2025 14:44:11.362, 21/01/2025 13:44:11.296, 4.42448e+0, 4.42212e+0
21/01/2025 14:44:12.379, 21/01/2025 13:44:12.297, 4.43148e+0, 4.42979e+0
21/01/2025 14:44:13.360, 21/01/2025 13:44:13.291, 4.42906e+0, 4.42716e+0
21/01/2025 14:44:14.355, 21/01/2025 13:44:14.286, 4.43750e+0, 4.43539e+0
21/01/2025 14:44:15.350, 21/01/2025 13:44:15.280, 4.42876e+0, 4.42678e+0
21/01/2025 14:44:16.339, 21/01/2025 13:44:16.275, 4.43351e+0, 4.43177e+0
21/01/2025 14:44:17.337, 21/01/2025 13:44:17.270, 4.43471e+0, 4.43240e+0
21/01/2025 14:44:18.337, 21/01/2025 13:44:18.264, 4.43383e+0, 4.43160e+0
21/01/2025 14:44:19.325, 21/01/2025 13:44:19.258, 4.43990e+0, 4.43773e+0
21/01/2025 14:44:20.317, 21/01/2025 13:44:20.253, 4.43800e+0, 4.43564e+0
21/01/2025 14:44:21.314, 21/01/2025 13:44:21.248, 4.43473e+0, 4.43276e+0
21/01/2025 14:44:22.317, 21/01/2025 13:44:22.242, 4.43720e+0, 4.43534e+0
21/01/2025 14:44:23.306, 21/01/2025 13:44:23.236, 4.44407e+0, 4.44274e+0
21/01/2025 14:44:24.296, 21/01/2025 13:44:24.231, 4.44382e+0, 4.44244e+0
21/01/2025 14:44:25.292, 21/01/2025 13:44:25.225, 4.44965e+0, 4.44759e+0
21/01/2025 14:44:26.286, 21/01/2025 13:44:26.220, 4.45665e+0, 4.45495e+0
21/01/2025 14:44:27.287, 21/01/2025 13:44:27.214, 4.46024e+0, 4.45855e+0
21/01/2025 14:44:28.275, 21/01/2025 13:44:28.208, 4.46224e+0, 4.46042e+0
21/01/2025 14:44:29.269, 21/01/2025 13:44:29.203, 4.46335e+0, 4.46134e+0
21/01/2025 14:44:30.267, 21/01/2025 13:44:30.197, 4.47387e+0, 4.47225e+0
21/01/2025 14:44:31.264, 21/01/2025 13:44:31.192, 4.47808e+0, 4.47618e+0
21/01/2025 14:44:32.271, 21/01/2025 13:44:32.193, 4.48391e+0, 4.48252e+0
21/01/2025 14:44:33.253, 21/01/2025 13:44:33.188, 4.48379e+0, 4.48225e+0
21/01/2025 14:44:34.252, 21/01/2025 13:44:34.183, 4.48379e+0, 4.48232e+0
21/01/2025 14:44:35.243, 21/01/2025 13:44:35.177, 4.49094e+0, 4.48920e+0
21/01/2025 14:44:36.243, 21/01/2025 13:44:36.172, 4.49820e+0, 4.49673e+0
21/01/2025 14:44:37.231, 21/01/2025 13:44:37.166, 4.50789e+0, 4.50655e+0
21/01/2025 14:44:38.247, 21/01/2025 13:44:38.160, 4.51013e+0, 4.50854e+0
21/01/2025 14:44:39.218, 21/01/2025 13:44:39.155, 4.51115e+0, 4.50976e+0
21/01/2025 14:44:40.227, 21/01/2025 13:44:40.149, 4.51295e+0, 4.51122e+0
21/01/2025 14:44:41.213, 21/01/2025 13:44:41.144, 4.51591e+0, 4.51486e+0
21/01/2025 14:44:42.207, 21/01/2025 13:44:42.138, 4.51564e+0, 4.51460e+0
21/01/2025 14:44:43.198, 21/01/2025 13:44:43.133, 4.51570e+0, 4.51418e+0
21/01/2025 14:44:44.196, 21/01/2025 13:44:44.128, 4.51619e+0, 4.51469e+0
21/01/2025 14:44:45.196, 21/01/2025 13:44:45.128, 4.51379e+0, 4.51238e+0
21/01/2025 14:44:46.189, 21/01/2025 13:44:46.123, 4.51438e+0, 4.51312e+0
21/01/2025 14:44:47.184, 21/01/2025 13:44:47.118, 4.51951e+0, 4.51789e+0
21/01/2025 14:44:48.184, 21/01/2025 13:44:48.112, 4.52104e+0, 4.51962e+0
21/01/2025 14:44:49.175, 21/01/2025 13:44:49.107, 4.51675e+0, 4.51513e+0
21/01/2025 14:44:50.168, 21/01/2025 13:44:50.101, 4.52118e+0, 4.52006e+0
21/01/2025 14:44:51.162, 21/01/2025 13:44:51.096, 4.52564e+0, 4.52410e+0
21/01/2025 14:44:52.156, 21/01/2025 13:44:52.090, 4.53157e+0, 4.53059e+0
21/01/2025 14:44:53.148, 21/01/2025 13:44:53.085, 4.53610e+0, 4.53482e+0
21/01/2025 14:44:54.143, 21/01/2025 13:44:54.080, 4.53545e+0, 4.53405e+0
21/01/2025 14:44:55.144, 21/01/2025 13:44:55.074, 4.53823e+0, 4.53716e+0
21/01/2025 14:44:56.136, 21/01/2025 13:44:56.068, 4.53988e+0, 4.53875e+0
21/01/2025 14:44:57.125, 21/01/2025 13:44:57.064, 4.54561e+0, 4.54491e+0
21/01/2025 14:44:58.124, 21/01/2025 13:44:58.058, 4.54668e+0, 4.54552e+0
21/01/2025 14:44:59.117, 21/01/2025 13:44:59.052, 4.55160e+0, 4.54966e+0
21/01/2025 14:45:00.133, 21/01/2025 13:45:00.046, 4.55638e+0, 4.55485e+0
21/01/2025 14:45:01.108, 21/01/2025 13:45:01.041, 4.55992e+0, 4.55884e+0
21/01/2025 14:45:02.104, 21/01/2025 13:45:02.036, 4.56454e+0, 4.56353e+0
21/01/2025 14:45:03.100, 21/01/2025 13:45:03.030, 4.56677e+0, 4.56562e+0
21/01/2025 14:45:04.089, 21/01/2025 13:45:04.025, 4.56503e+0, 4.56339e+0
21/01/2025 14:45:05.091, 21/01/2025 13:45:05.019, 4.57242e+0, 4.57116e+0
21/01/2025 14:45:06.080, 21/01/2025 13:45:06.014, 4.57721e+0, 4.57635e+0
21/01/2025 14:45:07.080, 21/01/2025 13:45:07.008, 4.58202e+0, 4.58107e+0
21/01/2025 14:45:08.068, 21/01/2025 13:45:08.003, 4.58728e+0, 4.58564e+0
21/01/2025 14:45:09.064, 21/01/2025 13:45:08.997, 4.58178e+0, 4.58027e+0
21/01/2025 14:45:10.061, 21/01/2025 13:45:09.992, 4.58990e+0, 4.58918e+0
21/01/2025 14:45:11.050, 21/01/2025 13:45:10.987, 4.58834e+0, 4.58698e+0
21/01/2025 14:45:12.057, 21/01/2025 13:45:11.981, 4.59181e+0, 4.59050e+0
21/01/2025 14:45:13.041, 21/01/2025 13:45:12.975, 4.59362e+0, 4.59199e+0
21/01/2025 14:45:14.039, 21/01/2025 13:45:13.969, 4.59603e+0, 4.59461e+0
21/01/2025 14:45:15.028, 21/01/2025 13:45:14.965, 4.59546e+0, 4.59441e+0
21/01/2025 14:45:16.026, 21/01/2025 13:45:15.959, 4.59563e+0, 4.59432e+0
21/01/2025 14:45:17.021, 21/01/2025 13:45:16.953, 4.60187e+0, 4.60067e+0
21/01/2025 14:45:18.013, 21/01/2025 13:45:17.948, 4.60049e+0, 4.59922e+0
21/01/2025 14:45:19.005, 21/01/2025 13:45:18.943, 4.60525e+0, 4.60385e+0
21/01/2025 14:45:20.008, 21/01/2025 13:45:19.937, 4.60987e+0, 4.60866e+0
21/01/2025 14:45:21.012, 21/01/2025 13:45:20.932, 4.60721e+0, 4.60642e+0
21/01/2025 14:45:22.012, 21/01/2025 13:45:21.926, 4.60913e+0, 4.60751e+0
21/01/2025 14:45:22.985, 21/01/2025 13:45:22.920, 4.61709e+0, 4.61567e+0
21/01/2025 14:45:23.982, 21/01/2025 13:45:23.915, 4.61720e+0, 4.61621e+0
21/01/2025 14:45:24.979, 21/01/2025 13:45:24.909, 4.61938e+0, 4.61859e+0
21/01/2025 14:45:25.974, 21/01/2025 13:45:25.904, 4.62602e+0, 4.62536e+0
21/01/2025 14:45:26.969, 21/01/2025 13:45:26.905, 4.63175e+0, 4.63064e+0
21/01/2025 14:45:27.978, 21/01/2025 13:45:27.900, 4.63346e+0, 4.63232e+0
21/01/2025 14:45:28.960, 21/01/2025 13:45:28.894, 4.63248e+0, 4.63126e+0
21/01/2025 14:45:29.951, 21/01/2025 13:45:29.889, 4.63475e+0, 4.63345e+0
21/01/2025 14:45:30.956, 21/01/2025 13:45:30.884, 4.63953e+0, 4.63830e+0
21/01/2025 14:45:31.948, 21/01/2025 13:45:31.878, 4.64074e+0, 4.63932e+0
21/01/2025 14:45:32.941, 21/01/2025 13:45:32.872, 4.64657e+0, 4.64557e+0
21/01/2025 14:45:33.936, 21/01/2025 13:45:33.874, 4.64570e+0, 4.64443e+0
21/01/2025 14:45:34.951, 21/01/2025 13:45:34.868, 4.65213e+0, 4.65140e+0
21/01/2025 14:45:35.933, 21/01/2025 13:45:35.863, 4.65498e+0, 4.65394e+0
21/01/2025 14:45:36.921, 21/01/2025 13:45:36.857, 4.66021e+0, 4.65922e+0
21/01/2025 14:45:37.916, 21/01/2025 13:45:37.852, 4.65544e+0, 4.65436e+0
21/01/2025 14:45:38.915, 21/01/2025 13:45:38.846, 4.65341e+0, 4.65196e+0
21/01/2025 14:45:39.909, 21/01/2025 13:45:39.840, 4.65277e+0, 4.65163e+0
21/01/2025 14:45:40.914, 21/01/2025 13:45:40.835, 4.65626e+0, 4.65508e+0
21/01/2025 14:45:41.895, 21/01/2025 13:45:41.830, 4.65413e+0, 4.65308e+0
21/01/2025 14:45:42.890, 21/01/2025 13:45:42.824, 4.65246e+0, 4.65145e+0
21/01/2025 14:45:43.886, 21/01/2025 13:45:43.819, 4.65046e+0, 4.64931e+0
21/01/2025 14:45:44.879, 21/01/2025 13:45:44.814, 4.65487e+0, 4.65396e+0
21/01/2025 14:45:45.883, 21/01/2025 13:45:45.808, 4.65793e+0, 4.65768e+0
21/01/2025 14:45:46.905, 21/01/2025 13:45:46.802, 4.66158e+0, 4.66026e+0
21/01/2025 14:45:47.861, 21/01/2025 13:45:47.797, 4.66241e+0, 4.66205e+0
21/01/2025 14:45:48.859, 21/01/2025 13:45:48.792, 4.66103e+0, 4.65989e+0
21/01/2025 14:45:49.851, 21/01/2025 13:45:49.786, 4.66145e+0, 4.66095e+0
21/01/2025 14:45:50.847, 21/01/2025 13:45:50.780, 4.66368e+0, 4.66340e+0
21/01/2025 14:45:51.843, 21/01/2025 13:45:51.775, 4.66158e+0, 4.66087e+0
21/01/2025 14:45:52.854, 21/01/2025 13:45:52.769, 4.66260e+0, 4.66181e+0
21/01/2025 14:45:53.829, 21/01/2025 13:45:53.764, 4.65979e+0, 4.65879e+0
21/01/2025 14:45:54.824, 21/01/2025 13:45:54.758, 4.65986e+0, 4.65885e+0
21/01/2025 14:45:55.818, 21/01/2025 13:45:55.753, 4.66410e+0, 4.66350e+0
21/01/2025 14:45:56.816, 21/01/2025 13:45:56.748, 4.67274e+0, 4.67186e+0
21/01/2025 14:45:57.825, 21/01/2025 13:45:57.742, 4.67439e+0, 4.67381e+0
21/01/2025 14:45:58.803, 21/01/2025 13:45:58.737, 4.67635e+0, 4.67555e+0
21/01/2025 14:45:59.801, 21/01/2025 13:45:59.731, 4.67695e+0, 4.67577e+0
21/01/2025 14:46:00.794, 21/01/2025 13:46:00.725, 4.67903e+0, 4.67761e+0
21/01/2025 14:46:01.792, 21/01/2025 13:46:01.720, 4.68471e+0, 4.68385e+0
21/01/2025 14:46:02.795, 21/01/2025 13:46:02.714, 4.68479e+0, 4.68400e+0
21/01/2025 14:46:03.781, 21/01/2025 13:46:03.709, 4.68612e+0, 4.68554e+0
21/01/2025 14:46:04.768, 21/01/2025 13:46:04.704, 4.69252e+0, 4.69171e+0
21/01/2025 14:46:05.764, 21/01/2025 13:46:05.698, 4.68941e+0, 4.68901e+0
21/01/2025 14:46:06.760, 21/01/2025 13:46:06.692, 4.69292e+0, 4.69234e+0
21/01/2025 14:46:07.770, 21/01/2025 13:46:07.687, 4.69690e+0, 4.69607e+0
21/01/2025 14:46:08.748, 21/01/2025 13:46:08.682, 4.69532e+0, 4.69400e+0
21/01/2025 14:46:09.743, 21/01/2025 13:46:09.676, 4.69303e+0, 4.69262e+0
21/01/2025 14:46:10.740, 21/01/2025 13:46:10.670, 4.69071e+0, 4.69004e+0
21/01/2025 14:46:11.750, 21/01/2025 13:46:11.665, 4.69325e+0, 4.69271e+0
21/01/2025 14:46:12.724, 21/01/2025 13:46:12.660, 4.69444e+0, 4.69386e+0
21/01/2025 14:46:13.722, 21/01/2025 13:46:13.654, 4.68955e+0, 4.68852e+0
21/01/2025 14:46:14.715, 21/01/2025 13:46:14.648, 4.69185e+0, 4.69105e+0
21/01/2025 14:46:15.710, 21/01/2025 13:46:15.643, 4.68908e+0, 4.68830e+0
21/01/2025 14:46:16.724, 21/01/2025 13:46:16.638, 4.69278e+0, 4.69256e+0
21/01/2025 14:46:17.703, 21/01/2025 13:46:17.632, 4.69091e+0, 4.69023e+0
21/01/2025 14:46:18.696, 21/01/2025 13:46:18.626, 4.69356e+0, 4.69301e+0
21/01/2025 14:46:19.687, 21/01/2025 13:46:19.621, 4.69895e+0, 4.69821e+0
21/01/2025 14:46:20.682, 21/01/2025 13:46:20.616, 4.69831e+0, 4.69819e+0
21/01/2025 14:46:21.695, 21/01/2025 13:46:21.610, 4.69467e+0, 4.69395e+0
21/01/2025 14:46:22.672, 21/01/2025 13:46:22.605, 4.69762e+0, 4.69683e+0
21/01/2025 14:46:23.664, 21/01/2025 13:46:23.600, 4.70290e+0, 4.70194e+0
21/01/2025 14:46:24.664, 21/01/2025 13:46:24.594, 4.70704e+0, 4.70631e+0
21/01/2025 14:46:25.658, 21/01/2025 13:46:25.588, 4.71173e+0, 4.71066e+0
21/01/2025 14:46:26.665, 21/01/2025 13:46:26.583, 4.71703e+0, 4.71664e+0
21/01/2025 14:46:27.648, 21/01/2025 13:46:27.578, 4.71703e+0, 4.71676e+0
21/01/2025 14:46:28.637, 21/01/2025 13:46:28.572, 4.71529e+0, 4.71433e+0
21/01/2025 14:46:29.633, 21/01/2025 13:46:29.566, 4.71838e+0, 4.71755e+0
21/01/2025 14:46:30.641, 21/01/2025 13:46:30.561, 4.71694e+0, 4.71626e+0
21/01/2025 14:46:31.624, 21/01/2025 13:46:31.556, 4.72078e+0, 4.72054e+0
21/01/2025 14:46:32.619, 21/01/2025 13:46:32.550, 4.72925e+0, 4.72811e+0
21/01/2025 14:46:33.612, 21/01/2025 13:46:33.544, 4.72705e+0, 4.72693e+0
21/01/2025 14:46:34.616, 21/01/2025 13:46:34.540, 4.73011e+0, 4.72934e+0
21/01/2025 14:46:35.600, 21/01/2025 13:46:35.533, 4.73688e+0, 4.73657e+0
21/01/2025 14:46:36.596, 21/01/2025 13:46:36.528, 4.73382e+0, 4.73279e+0
21/01/2025 14:46:37.589, 21/01/2025 13:46:37.522, 4.73152e+0, 4.73109e+0
21/01/2025 14:46:38.580, 21/01/2025 13:46:38.517, 4.73025e+0, 4.73022e+0
21/01/2025 14:46:39.592, 21/01/2025 13:46:39.511, 4.73433e+0, 4.73384e+0
21/01/2025 14:46:40.572, 21/01/2025 13:46:40.506, 4.73231e+0, 4.73154e+0
21/01/2025 14:46:41.570, 21/01/2025 13:46:41.500, 4.73480e+0, 4.73433e+0
21/01/2025 14:46:42.563, 21/01/2025 13:46:42.495, 4.73400e+0, 4.73352e+0
21/01/2025 14:46:43.556, 21/01/2025 13:46:43.489, 4.73468e+0, 4.73390e+0
21/01/2025 14:46:44.596, 21/01/2025 13:46:44.484, 4.73290e+0, 4.73196e+0
21/01/2025 14:46:45.554, 21/01/2025 13:46:45.486, 4.73639e+0, 4.73556e+0
21/01/2025 14:46:46.546, 21/01/2025 13:46:46.481, 4.73921e+0, 4.73902e+0
21/01/2025 14:46:47.547, 21/01/2025 13:46:47.475, 4.73893e+0, 4.73844e+0
21/01/2025 14:46:48.544, 21/01/2025 13:46:48.469, 4.74307e+0, 4.74292e+0
21/01/2025 14:46:49.529, 21/01/2025 13:46:49.463, 4.74378e+0, 4.74306e+0
21/01/2025 14:46:50.542, 21/01/2025 13:46:50.458, 4.74552e+0, 4.74444e+0
21/01/2025 14:46:51.519, 21/01/2025 13:46:51.452, 4.74414e+0, 4.74349e+0
21/01/2025 14:46:52.511, 21/01/2025 13:46:52.447, 4.75170e+0, 4.75083e+0
21/01/2025 14:46:53.511, 21/01/2025 13:46:53.441, 4.75252e+0, 4.75222e+0
21/01/2025 14:46:54.507, 21/01/2025 13:46:54.436, 4.75981e+0, 4.75905e+0
21/01/2025 14:46:55.507, 21/01/2025 13:46:55.430, 4.76643e+0, 4.76578e+0
21/01/2025 14:46:56.499, 21/01/2025 13:46:56.425, 4.76680e+0, 4.76582e+0
21/01/2025 14:46:57.487, 21/01/2025 13:46:57.420, 4.77047e+0, 4.77008e+0
21/01/2025 14:46:58.481, 21/01/2025 13:46:58.414, 4.76999e+0, 4.76948e+0
21/01/2025 14:46:59.468, 21/01/2025 13:46:59.409, 4.77018e+0, 4.76926e+0
21/01/2025 14:47:00.473, 21/01/2025 13:47:00.403, 4.77170e+0, 4.77091e+0
21/01/2025 14:47:01.486, 21/01/2025 13:47:01.398, 4.77366e+0, 4.77298e+0
21/01/2025 14:47:02.459, 21/01/2025 13:47:02.392, 4.77708e+0, 4.77689e+0
21/01/2025 14:47:03.454, 21/01/2025 13:47:03.387, 4.77906e+0, 4.77814e+0
21/01/2025 14:47:04.449, 21/01/2025 13:47:04.381, 4.78347e+0, 4.78328e+0
21/01/2025 14:47:05.441, 21/01/2025 13:47:05.376, 4.78422e+0, 4.78368e+0
21/01/2025 14:47:06.437, 21/01/2025 13:47:06.370, 4.78921e+0, 4.78843e+0
21/01/2025 14:47:07.447, 21/01/2025 13:47:07.365, 4.78649e+0, 4.78570e+0
21/01/2025 14:47:08.427, 21/01/2025 13:47:08.360, 4.78452e+0, 4.78406e+0
21/01/2025 14:47:09.421, 21/01/2025 13:47:09.354, 4.78507e+0, 4.78456e+0
21/01/2025 14:47:10.421, 21/01/2025 13:47:10.349, 4.78848e+0, 4.78832e+0
21/01/2025 14:47:11.409, 21/01/2025 13:47:11.343, 4.78397e+0, 4.78360e+0
21/01/2025 14:47:12.412, 21/01/2025 13:47:12.337, 4.77956e+0, 4.77877e+0
21/01/2025 14:47:13.398, 21/01/2025 13:47:13.332, 4.78401e+0, 4.78373e+0
21/01/2025 14:47:14.425, 21/01/2025 13:47:14.326, 4.79081e+0, 4.79031e+0
21/01/2025 14:47:15.390, 21/01/2025 13:47:15.321, 4.78300e+0, 4.78235e+0
21/01/2025 14:47:16.380, 21/01/2025 13:47:16.316, 4.78041e+0, 4.77974e+0
21/01/2025 14:47:17.371, 21/01/2025 13:47:17.311, 4.78636e+0, 4.78613e+0
21/01/2025 14:47:18.377, 21/01/2025 13:47:18.305, 4.78666e+0, 4.78530e+0
21/01/2025 14:47:19.372, 21/01/2025 13:47:19.299, 4.79184e+0, 4.79072e+0
21/01/2025 14:47:20.363, 21/01/2025 13:47:20.293, 4.79495e+0, 4.79437e+0
21/01/2025 14:47:21.356, 21/01/2025 13:47:21.288, 4.79465e+0, 4.79394e+0
21/01/2025 14:47:22.353, 21/01/2025 13:47:22.282, 4.79616e+0, 4.79505e+0
21/01/2025 14:47:23.344, 21/01/2025 13:47:23.277, 4.80243e+0, 4.80157e+0
21/01/2025 14:47:24.340, 21/01/2025 13:47:24.272, 4.80262e+0, 4.80208e+0
21/01/2025 14:47:25.336, 21/01/2025 13:47:25.266, 4.80626e+0, 4.80586e+0
21/01/2025 14:47:26.333, 21/01/2025 13:47:26.261, 4.81298e+0, 4.81254e+0
21/01/2025 14:47:27.320, 21/01/2025 13:47:27.255, 4.81401e+0, 4.81353e+0
21/01/2025 14:47:28.323, 21/01/2025 13:47:28.250, 4.81914e+0, 4.81867e+0
21/01/2025 14:47:29.313, 21/01/2025 13:47:29.244, 4.82517e+0, 4.82487e+0
21/01/2025 14:47:30.306, 21/01/2025 13:47:30.238, 4.83122e+0, 4.83056e+0
21/01/2025 14:47:31.309, 21/01/2025 13:47:31.234, 4.83511e+0, 4.83479e+0
21/01/2025 14:47:32.292, 21/01/2025 13:47:32.228, 4.83680e+0, 4.83601e+0
21/01/2025 14:47:33.291, 21/01/2025 13:47:33.222, 4.84122e+0, 4.84044e+0
21/01/2025 14:47:34.281, 21/01/2025 13:47:34.216, 4.84817e+0, 4.84725e+0
21/01/2025 14:47:35.275, 21/01/2025 13:47:35.212, 4.85083e+0, 4.85058e+0
21/01/2025 14:47:36.271, 21/01/2025 13:47:36.205, 4.85066e+0, 4.85006e+0
21/01/2025 14:47:37.273, 21/01/2025 13:47:37.200, 4.85468e+0, 4.85416e+0
21/01/2025 14:47:38.258, 21/01/2025 13:47:38.195, 4.85052e+0, 4.84940e+0
21/01/2025 14:47:39.257, 21/01/2025 13:47:39.190, 4.85281e+0, 4.85237e+0
21/01/2025 14:47:40.250, 21/01/2025 13:47:40.184, 4.85115e+0, 4.85043e+0
21/01/2025 14:47:41.275, 21/01/2025 13:47:41.178, 4.85362e+0, 4.85351e+0
21/01/2025 14:47:42.237, 21/01/2025 13:47:42.174, 4.85441e+0, 4.85414e+0
21/01/2025 14:47:43.237, 21/01/2025 13:47:43.167, 4.85033e+0, 4.84975e+0
21/01/2025 14:47:44.232, 21/01/2025 13:47:44.162, 4.84666e+0, 4.84650e+0
21/01/2025 14:47:45.232, 21/01/2025 13:47:45.156, 4.84139e+0, 4.84047e+0
21/01/2025 14:47:46.218, 21/01/2025 13:47:46.151, 4.84386e+0, 4.84347e+0
21/01/2025 14:47:47.213, 21/01/2025 13:47:47.145, 4.84416e+0, 4.84392e+0
21/01/2025 14:47:48.209, 21/01/2025 13:47:48.140, 4.84424e+0, 4.84358e+0
21/01/2025 14:47:49.195, 21/01/2025 13:47:49.135, 4.84455e+0, 4.84417e+0
21/01/2025 14:47:50.199, 21/01/2025 13:47:50.129, 4.84802e+0, 4.84794e+0
21/01/2025 14:47:51.190, 21/01/2025 13:47:51.124, 4.84592e+0, 4.84529e+0
21/01/2025 14:47:52.181, 21/01/2025 13:47:52.118, 4.84339e+0, 4.84342e+0
21/01/2025 14:47:53.180, 21/01/2025 13:47:53.113, 4.84750e+0, 4.84728e+0
21/01/2025 14:47:54.175, 21/01/2025 13:47:54.108, 4.85229e+0, 4.85217e+0
21/01/2025 14:47:55.169, 21/01/2025 13:47:55.102, 4.85171e+0, 4.85150e+0
21/01/2025 14:47:56.155, 21/01/2025 13:47:56.096, 4.84542e+0, 4.84493e+0
21/01/2025 14:47:57.161, 21/01/2025 13:47:57.090, 4.84832e+0, 4.84749e+0
21/01/2025 14:47:58.158, 21/01/2025 13:47:58.085, 4.84845e+0, 4.84789e+0
21/01/2025 14:47:59.147, 21/01/2025 13:47:59.079, 4.84852e+0, 4.84825e+0
21/01/2025 14:48:00.147, 21/01/2025 13:48:00.074, 4.85152e+0, 4.85051e+0
21/01/2025 14:48:01.141, 21/01/2025 13:48:01.069, 4.85064e+0, 4.85000e+0
21/01/2025 14:48:02.129, 21/01/2025 13:48:02.063, 4.85652e+0, 4.85643e+0
21/01/2025 14:48:03.124, 21/01/2025 13:48:03.057, 4.85728e+0, 4.85700e+0
21/01/2025 14:48:04.120, 21/01/2025 13:48:04.052, 4.86213e+0, 4.86206e+0
21/01/2025 14:48:05.115, 21/01/2025 13:48:05.047, 4.86300e+0, 4.86234e+0
21/01/2025 14:48:06.108, 21/01/2025 13:48:06.041, 4.86926e+0, 4.86867e+0
21/01/2025 14:48:07.104, 21/01/2025 13:48:07.036, 4.86443e+0, 4.86441e+0
21/01/2025 14:48:08.103, 21/01/2025 13:48:08.030, 4.86879e+0, 4.86825e+0
21/01/2025 14:48:09.095, 21/01/2025 13:48:09.025, 4.87387e+0, 4.87305e+0
21/01/2025 14:48:10.086, 21/01/2025 13:48:10.019, 4.87667e+0, 4.87616e+0
21/01/2025 14:48:11.084, 21/01/2025 13:48:11.014, 4.87706e+0, 4.87659e+0
21/01/2025 14:48:12.071, 21/01/2025 13:48:12.009, 4.88148e+0, 4.88126e+0
21/01/2025 14:48:13.073, 21/01/2025 13:48:13.003, 4.88066e+0, 4.87972e+0
21/01/2025 14:48:14.069, 21/01/2025 13:48:13.997, 4.88425e+0, 4.88426e+0
21/01/2025 14:48:15.054, 21/01/2025 13:48:14.992, 4.88373e+0, 4.88336e+0
21/01/2025 14:48:16.060, 21/01/2025 13:48:15.986, 4.88252e+0, 4.88186e+0
21/01/2025 14:48:17.050, 21/01/2025 13:48:16.981, 4.88405e+0, 4.88390e+0
21/01/2025 14:48:18.041, 21/01/2025 13:48:17.975, 4.88850e+0, 4.88793e+0
21/01/2025 14:48:19.036, 21/01/2025 13:48:18.970, 4.88989e+0, 4.88962e+0
